tf_bnum	tf_symbol	gene_bnum	gene_symbol
b3357	crp	b3225	nanA
b3226	nanR	b3225	nanA
b3357	crp	b3231	rplM
b0435	bolA	b3251	mreB
b1187	fadR	b3255	accB
b3357	crp	b3260	dusB
b3261	fis	b3260	dusB
b3357	crp	b3356	yhfA
b3237	argR	b3359	argD
b3357	crp	b3363	ppiA
b3912	cpxR	b3363	ppiA
b3934	cytR	b3363	ppiA
b1334	fnr	b3365	nirB
b3261	fis	b3365	nirB
b1221	narL	b3365	nirB
b2193	narP	b3365	nirB
b3357	crp	b3403	pck
b2531	iscR	b3414	nfuA
b3357	crp	b3415	gntT
b3438	gntR	b3415	gntT
b3418	malT	b3417	malP
b3357	crp	b3425	glpE
b3357	crp	b3426	glpD
b3423	glpR	b3426	glpD
b3357	crp	b3430	glgC
b3438	gntR	b3437	gntK
b3357	crp	b3453	ugpB
b0399	phoB	b3453	ugpB
b0889	lrp	b3460	livJ
b3357	crp	b3461	rpoH
b3934	cytR	b3461	rpoH
b3292	zntR	b3469	zntA
b1334	fnr	b3476	nikA
b3481	nikR	b3476	nikA
b1187	fadR	b3495	uspA
b3516	gadX	b3506	slp
b1499	ydeO	b3506	slp
b1921	fliZ	b3510	hdeA
b3512	gadE	b3510	hdeA
b3515	gadW	b3510	hdeA
b3516	gadX	b3510	hdeA
b1531	marA	b3510	hdeA
b1130	phoP	b3510	hdeA
b3512	gadE	b3511	hdeD
b3516	gadX	b3511	hdeD
b1130	phoP	b3511	hdeD
b4116	adiY	b3517	gadA
b3515	gadW	b3517	gadA
b3516	gadX	b3517	gadA
b3357	crp	b3528	dctA
b4124	dcuR	b3528	dctA
b3569	xylR	b3565	xylA
b3569	xylR	b3566	xylF
b3357	crp	b3575	yiaK
b3357	crp	b3588	aldB
b3261	fis	b3588	aldB
b3357	crp	b3599	mtlA
b4401	arcA	b3603	lldP
b3604	lldR	b3603	lldP
b0889	lrp	b3617	kbl
b4062	soxS	b3625	waaY
b1040	csgD	b3661	nlpA
b3357	crp	b3666	uhpT
b3669	uhpA	b3666	uhpT
b1914	uvrY	b3666	uhpT
b3357	crp	b3672	ivbL
b3261	fis	b3699	gyrB
b0995	torR	b3707	tnaC
b3357	crp	b3723	bglG
b3261	fis	b3723	bglG
b0076	leuO	b3723	bglG
b0399	phoB	b3728	pstS
b0676	nagC	b3730	glmU
b3753	rbsR	b3748	rbsD
b0889	lrp	b3766	ilvL
b3773	ilvY	b3774	ilvC
b3357	crp	b3781	trxA
b3357	crp	b3806	cyaA
b3938	metJ	b3829	metE
b3828	metR	b3829	metE
b3357	crp	b3831	udp
b3934	cytR	b3831	udp
b4401	arcA	b3846	fadB
b3912	cpxR	b3859	srkA
b3702	dnaA	b3863	polA
b3357	crp	b3870	glnA
b3261	fis	b3870	glnA
b3905	rhaS	b3904	rhaB
b3905	rhaS	b3907	rhaT
b0683	fur	b3908	sodA
b1531	marA	b3908	sodA
b4062	soxS	b3908	sodA
b3912	cpxR	b4484	cpxP
b1531	marA	b3924	fpr
b4062	soxS	b3924	fpr
b3423	glpR	b3927	glpF
b3938	metJ	b3941	metF
b3961	oxyR	b3942	katG
b3237	argR	b3957	argE
b3237	argR	b3958	argC
b4401	arcA	b3995	rsd
b1916	sdiA	b3995	rsd
b1642	slyA	b3995	rsd
b4004	zraR	b4002	zraP
b4004	zraR	b4003	zraS
b1658	purR	b4006	purH
b3753	rbsR	b4006	purH
b3938	metJ	b4013	metA
b4018	iclR	b4014	aceB
b2916	argP	b4024	lysC
b3357	crp	b4030	psiE
b0399	phoB	b4030	psiE
b3357	crp	b4034	malE
b3418	malT	b4034	malE
b3357	crp	b4035	malK
b3418	malT	b4035	malK
b4113	basR	b4042	dgkA
b1303	pspF	b4050	pspG
b1323	tyrR	b4054	tyrB
b4401	arcA	b4058	uvrA
b4401	arcA	b4059	ssb
b3357	crp	b4069	acs
b3261	fis	b4069	acs
b1334	fnr	b4070	nrfA
b3261	fis	b4070	nrfA
b1221	narL	b4070	nrfA
b2193	narP	b4070	nrfA
b4178	nsrR	b4070	nrfA
b2731	fhlA	b4079	fdhF
b1221	narL	b4079	fdhF
b0399	phoB	b4106	phnC
b3357	crp	b4111	proP
b3261	fis	b4111	proP
b4116	adiY	b4117	adiA
b3357	crp	b4119	melA
b4118	melR	b4119	melA
b4124	dcuR	b4123	dcuB
b1221	narL	b4125	dcuS
b0889	lrp	b4129	lysU
b4133	cadC	b4132	cadB
b0889	lrp	b4132	cadB
b3405	ompR	b4132	cadB
b1221	narL	b4139	aspA
b4124	dcuR	b4154	frdA
b1221	narL	b4154	frdA
b3702	dnaA	b4670	yjeV
b3357	crp	b4172	hfq
b1531	marA	b4177	purA
b1658	purR	b4177	purA
b4191	ulaR	b4192	ulaG
b3357	crp	b4193	ulaA
b4191	ulaR	b4193	ulaA
b3357	crp	b4200	rpsF
b4178	nsrR	b4209	ytfE
b3357	crp	b4213	cpdB
b1334	fnr	b4238	nrdD
b0413	nrdR	b4238	nrdD
b4241	treR	b4240	treB
b1130	phoP	b4702	mgtL
b3237	argR	b4254	argI
b0683	fur	b4291	fecA
b0683	fur	b4293	fecI
b1642	slyA	b4293	fecI
b3357	crp	b4311	nanC
b0676	nagC	b4311	nanC
b3226	nanR	b4311	nanC
b4113	basR	b4312	fimB
b0676	nagC	b4312	fimB
b3226	nanR	b4312	fimB
b2289	lrhA	b4313	fimE
b0889	lrp	b4314	fimA
b3357	crp	b4321	gntP
b4324	uxuR	b4321	gntP
b3357	crp	b4322	uxuA
b4324	uxuR	b4322	uxuA
b4043	lexA	b4347	symE
b3912	cpxR	b4355	tsr
b0683	fur	b4367	fhuF
b3961	oxyR	b4367	fhuF
b0683	fur	b4567	yjjZ
b3961	oxyR	b4567	yjjZ
b1921	fliZ	b4376	osmY
b0889	lrp	b4376	osmY
b3357	crp	b4381	deoC
b3934	cytR	b4381	deoC
b0840	deoR	b4381	deoC
b0761	modE	b4381	deoC
b4398	creB	b4400	creD
b0069	sgrR	b4577	sgrS
b3261	fis	b0201	rrsH
b3357	crp	b0553	nmpC
b3405	ompR	b0553	nmpC
b3261	fis	b1231	tyrT
b3357	crp	b4426	mcaS
b1334	fnr	b4699	fnrS
b3912	cpxR	b4431	rprA
b2217	rcsB	b4431	rprA
b3961	oxyR	b4435	isrC
b3357	crp	b4438	cyaR
b3912	cpxR	b4438	cyaR
b0889	lrp	b4439	micF
b1531	marA	b4439	micF
b3405	ompR	b4439	micF
b4396	rob	b4439	micF
b4062	soxS	b4439	micF
b3261	fis	b2401	valU
b3261	fis	b2591	rrsG
b1914	uvrY	b4408	csrB
b2808	gcvA	b4443	gcvB
b3261	fis	b2911	ssrS
b0889	lrp	b2911	ssrS
b2669	stpA	b2911	ssrS
b3261	fis	b3123	rnpB
b3237	argR	b3171	metY
b3357	crp	b3171	metY
b3261	fis	b3278	rrsD
b0683	fur	b4451	ryhB
b3261	fis	b3756	rrsC
b0889	lrp	b3756	rrsC
b3261	fis	b3851	rrsA
b0889	lrp	b3851	rrsA
b3357	crp	b4457	csrC
b1914	uvrY	b4457	csrC
b3961	oxyR	b4458	oxyS
b3261	fis	b3968	rrsB
b0889	lrp	b3968	rrsB
b3261	fis	b3976	thrU
b3261	fis	b4007	rrsE
b3357	crp	b4725	rseD
b2217	rcsB	b4725	rseD
