tf_bnum	tf_symbol	gene_bnum	gene_symbol	valid_tf	valid_gene
b3516	gadX	b4104	phnE_1	TRUE	FALSE
b3556	cspA	b4104	phnE_1	TRUE	FALSE
b3569	xylR	b4104	phnE_1	TRUE	FALSE
b3574	yiaJ	b4104	phnE_1	TRUE	FALSE
b3604	lldR	b4104	phnE_1	TRUE	FALSE
b3669	uhpA	b4104	phnE_1	TRUE	FALSE
b3702	dnaA	b4104	phnE_1	TRUE	FALSE
b3743	asnC	b4104	phnE_1	TRUE	FALSE
b3753	rbsR	b4104	phnE_1	TRUE	FALSE
b3773	ilvY	b4104	phnE_1	TRUE	FALSE
b3828	metR	b4104	phnE_1	TRUE	FALSE
b3868	glnG	b4104	phnE_1	TRUE	FALSE
b3905	rhaS	b4104	phnE_1	TRUE	FALSE
b3906	rhaR	b4104	phnE_1	TRUE	FALSE
b3912	cpxR	b4104	phnE_1	TRUE	FALSE
b3934	cytR	b4104	phnE_1	TRUE	FALSE
b3938	metJ	b4104	phnE_1	TRUE	FALSE
b3961	oxyR	b4104	phnE_1	TRUE	FALSE
b3963	fabR	b4104	phnE_1	TRUE	FALSE
b3973	birA	b4104	phnE_1	TRUE	FALSE
b4000	hupA	b4104	phnE_1	TRUE	FALSE
b4004	zraR	b4104	phnE_1	TRUE	FALSE
b4018	iclR	b4104	phnE_1	TRUE	FALSE
b4043	lexA	b4104	phnE_1	TRUE	FALSE
b4046	zur	b4104	phnE_1	TRUE	FALSE
b4062	soxS	b4104	phnE_1	TRUE	FALSE
b4063	soxR	b4104	phnE_1	TRUE	FALSE
b4089	rpiR	b4104	phnE_1	TRUE	FALSE
b4113	basR	b4104	phnE_1	TRUE	FALSE
b4116	adiY	b4104	phnE_1	TRUE	FALSE
b4118	melR	b4104	phnE_1	TRUE	FALSE
b4124	dcuR	b4104	phnE_1	TRUE	FALSE
b4133	cadC	b4104	phnE_1	TRUE	FALSE
b4178	nsrR	b4104	phnE_1	TRUE	FALSE
b4187	aidB	b4104	phnE_1	TRUE	FALSE
b4191	ulaR	b4104	phnE_1	TRUE	FALSE
b4241	treR	b4104	phnE_1	TRUE	FALSE
b4260	pepA	b4104	phnE_1	TRUE	FALSE
b4264	idnR	b4104	phnE_1	TRUE	FALSE
b4324	uxuR	b4104	phnE_1	TRUE	FALSE
b4327	yjiE	b4104	phnE_1	TRUE	FALSE
b4365	yjjQ	b4104	phnE_1	TRUE	FALSE
b4366	bglJ	b4104	phnE_1	TRUE	FALSE
b4390	nadR	b4104	phnE_1	TRUE	FALSE
b4393	trpR	b4104	phnE_1	TRUE	FALSE
b4396	rob	b4104	phnE_1	TRUE	FALSE
b4398	creB	b4104	phnE_1	TRUE	FALSE
b4401	arcA	b4104	phnE_1	TRUE	FALSE
b4480	hdfR	b4104	phnE_1	TRUE	FALSE
b0020	nhaR	b4339	yjiP	TRUE	FALSE
b0034	caiF	b4339	yjiP	TRUE	FALSE
b0064	araC	b4339	yjiP	TRUE	FALSE
b0069	sgrR	b4339	yjiP	TRUE	FALSE
b0076	leuO	b4339	yjiP	TRUE	FALSE
b0080	fruR	b4339	yjiP	TRUE	FALSE
b0113	pdhR	b4339	yjiP	TRUE	FALSE
b0162	cdaR	b4339	yjiP	TRUE	FALSE
b0225	yafQ	b4339	yjiP	TRUE	FALSE
b0226	dinJ	b4339	yjiP	TRUE	FALSE
b0294	matA	b4339	yjiP	TRUE	FALSE
b0305	ykgD	b4339	yjiP	TRUE	FALSE
b0313	betI	b4339	yjiP	TRUE	FALSE
b0330	prpR	b4339	yjiP	TRUE	FALSE
b0338	cynR	b4339	yjiP	TRUE	FALSE
b0345	lacI	b4339	yjiP	TRUE	FALSE
b0346	mhpR	b4339	yjiP	TRUE	FALSE
b0399	phoB	b4339	yjiP	TRUE	FALSE
b0413	nrdR	b4339	yjiP	TRUE	FALSE
b0435	bolA	b4339	yjiP	TRUE	FALSE
b0440	hupB	b4339	yjiP	TRUE	FALSE
b0464	acrR	b4339	yjiP	TRUE	FALSE
b0487	cueR	b4339	yjiP	TRUE	FALSE
b0506	allR	b4339	yjiP	TRUE	FALSE
b0564	appY	b4339	yjiP	TRUE	FALSE
b0566	envY	b4339	yjiP	TRUE	FALSE
b0571	cusR	b4339	yjiP	TRUE	FALSE
b0620	citB	b4339	yjiP	TRUE	FALSE
b0676	nagC	b4339	yjiP	TRUE	FALSE
b0683	fur	b4339	yjiP	TRUE	FALSE
b0694	kdpE	b4339	yjiP	TRUE	FALSE
b0730	mngR	b4339	yjiP	TRUE	FALSE
b0761	modE	b4339	yjiP	TRUE	FALSE
b0817	mntR	b4339	yjiP	TRUE	FALSE
b0840	deoR	b4339	yjiP	TRUE	FALSE
b0846	ybjK	b4339	yjiP	TRUE	FALSE
b0889	lrp	b4339	yjiP	TRUE	FALSE
b0912	ihfB	b4339	yjiP	TRUE	FALSE
b0995	torR	b4339	yjiP	TRUE	FALSE
b1013	rutR	b4339	yjiP	TRUE	FALSE
b1014	putA	b4339	yjiP	TRUE	FALSE
b1040	csgD	b4339	yjiP	TRUE	FALSE
b1130	phoP	b4339	yjiP	TRUE	FALSE
b1162	ycgE	b4339	yjiP	TRUE	FALSE
b1187	fadR	b4339	yjiP	TRUE	FALSE
b1201	dhaR	b4339	yjiP	TRUE	FALSE
b1221	narL	b4339	yjiP	TRUE	FALSE
b1237	hns	b4339	yjiP	TRUE	FALSE
b1275	cysB	b4339	yjiP	TRUE	FALSE
b1299	puuR	b4339	yjiP	TRUE	FALSE
b1303	pspF	b4339	yjiP	TRUE	FALSE
b1323	tyrR	b4339	yjiP	TRUE	FALSE
b1328	ycjZ	b4339	yjiP	TRUE	FALSE
b1334	fnr	b4339	yjiP	TRUE	FALSE
b1384	feaR	b4339	yjiP	TRUE	FALSE
b1399	paaX	b4339	yjiP	TRUE	FALSE
b1434	ydcN	b4339	yjiP	TRUE	FALSE
b1450	yncC	b4339	yjiP	TRUE	FALSE
b1499	ydeO	b4339	yjiP	TRUE	FALSE
b1507	hipA	b4339	yjiP	TRUE	FALSE
b1508	hipB	b4339	yjiP	TRUE	FALSE
b1512	lsrR	b4339	yjiP	TRUE	FALSE
b1530	marR	b4339	yjiP	TRUE	FALSE
b1531	marA	b4339	yjiP	TRUE	FALSE
b1563	relE	b4339	yjiP	TRUE	FALSE
b1564	relB	b4339	yjiP	TRUE	FALSE
b1594	dgsA	b4339	yjiP	TRUE	FALSE
b1608	rstA	b4339	yjiP	TRUE	FALSE
b1618	uidR	b4339	yjiP	TRUE	FALSE
b1620	malI	b4339	yjiP	TRUE	FALSE
b1642	slyA	b4339	yjiP	TRUE	FALSE
b1649	ydhM	b4339	yjiP	TRUE	FALSE
b1658	purR	b4339	yjiP	TRUE	FALSE
b1712	ihfA	b4339	yjiP	TRUE	FALSE
b1735	chbR	b4339	yjiP	TRUE	FALSE
b1827	kdgR	b4339	yjiP	TRUE	FALSE
b1891	flhC	b4339	yjiP	TRUE	FALSE
b1892	flhD	b4339	yjiP	TRUE	FALSE
b1914	uvrY	b4339	yjiP	TRUE	FALSE
b1916	sdiA	b4339	yjiP	TRUE	FALSE
b1921	fliZ	b4339	yjiP	TRUE	FALSE
b1951	rcsA	b4339	yjiP	TRUE	FALSE
b1969	yedW	b4339	yjiP	TRUE	FALSE
b1987	cbl	b4339	yjiP	TRUE	FALSE
b1988	nac	b4339	yjiP	TRUE	FALSE
b2079	baeR	b4339	yjiP	TRUE	FALSE
b2105	rcnR	b4339	yjiP	TRUE	FALSE
b2127	mlrA	b4339	yjiP	TRUE	FALSE
b2151	galS	b4339	yjiP	TRUE	FALSE
b2163	yeiL	b4339	yjiP	TRUE	FALSE
b2193	narP	b4339	yjiP	TRUE	FALSE
b2213	ada	b4339	yjiP	TRUE	FALSE
b2217	rcsB	b4339	yjiP	TRUE	FALSE
b2220	atoC	b4339	yjiP	TRUE	FALSE
b2289	lrhA	b4339	yjiP	TRUE	FALSE
b2364	dsdC	b4339	yjiP	TRUE	FALSE
b2369	evgA	b4339	yjiP	TRUE	FALSE
b2405	xapR	b4339	yjiP	TRUE	FALSE
b2427	yfeT	b4339	yjiP	TRUE	FALSE
b2491	hyfR	b4339	yjiP	TRUE	FALSE
b2531	iscR	b4339	yjiP	TRUE	FALSE
b2537	hcaR	b4339	yjiP	TRUE	FALSE
b2554	yfhA	b4339	yjiP	TRUE	FALSE
b2669	stpA	b4339	yjiP	TRUE	FALSE
b2684	mprA	b4339	yjiP	TRUE	FALSE
b2697	alaS	b4339	yjiP	TRUE	FALSE
b2706	gutM	b4339	yjiP	TRUE	FALSE
b2707	srlR	b4339	yjiP	TRUE	FALSE
b2709	norR	b4339	yjiP	TRUE	FALSE
b2714	ascG	b4339	yjiP	TRUE	FALSE
b2731	fhlA	b4339	yjiP	TRUE	FALSE
b2782	mazF	b4339	yjiP	TRUE	FALSE
b2783	mazE	b4339	yjiP	TRUE	FALSE
b2805	fucR	b4339	yjiP	TRUE	FALSE
b2808	gcvA	b4339	yjiP	TRUE	FALSE
b2837	galR	b4339	yjiP	TRUE	FALSE
b2839	lysR	b4339	yjiP	TRUE	FALSE
b2916	argP	b4339	yjiP	TRUE	FALSE
b2980	glcC	b4339	yjiP	TRUE	FALSE
b3010	yqhC	b4339	yjiP	TRUE	FALSE
b3021	ygiT	b4339	yjiP	TRUE	FALSE
b3025	qseB	b4339	yjiP	TRUE	FALSE
b3075	ebgR	b4339	yjiP	TRUE	FALSE
b3094	exuR	b4339	yjiP	TRUE	FALSE
b3105	yhaJ	b4339	yjiP	TRUE	FALSE
b3118	tdcA	b4339	yjiP	TRUE	FALSE
b3119	tdcR	b4339	yjiP	TRUE	FALSE
b3131	agaR	b4339	yjiP	TRUE	FALSE
b3226	nanR	b4339	yjiP	TRUE	FALSE
b3237	argR	b4339	yjiP	TRUE	FALSE
b3261	fis	b4339	yjiP	TRUE	FALSE
b3264	envR	b4339	yjiP	TRUE	FALSE
b3292	zntR	b4339	yjiP	TRUE	FALSE
b3357	crp	b4339	yjiP	TRUE	FALSE
b3405	ompR	b4339	yjiP	TRUE	FALSE
b3418	malT	b4339	yjiP	TRUE	FALSE
b3422	rtcR	b4339	yjiP	TRUE	FALSE
b3423	glpR	b4339	yjiP	TRUE	FALSE
b3438	gntR	b4339	yjiP	TRUE	FALSE
b3481	nikR	b4339	yjiP	TRUE	FALSE
b3501	arsR	b4339	yjiP	TRUE	FALSE
b3512	gadE	b4339	yjiP	TRUE	FALSE
b3515	gadW	b4339	yjiP	TRUE	FALSE
b3516	gadX	b4339	yjiP	TRUE	FALSE
b3556	cspA	b4339	yjiP	TRUE	FALSE
b3569	xylR	b4339	yjiP	TRUE	FALSE
b3574	yiaJ	b4339	yjiP	TRUE	FALSE
b3604	lldR	b4339	yjiP	TRUE	FALSE
b3669	uhpA	b4339	yjiP	TRUE	FALSE
b3702	dnaA	b4339	yjiP	TRUE	FALSE
b3743	asnC	b4339	yjiP	TRUE	FALSE
b3753	rbsR	b4339	yjiP	TRUE	FALSE
b3773	ilvY	b4339	yjiP	TRUE	FALSE
b3828	metR	b4339	yjiP	TRUE	FALSE
b3868	glnG	b4339	yjiP	TRUE	FALSE
b3905	rhaS	b4339	yjiP	TRUE	FALSE
b3906	rhaR	b4339	yjiP	TRUE	FALSE
b3912	cpxR	b4339	yjiP	TRUE	FALSE
b3934	cytR	b4339	yjiP	TRUE	FALSE
b3938	metJ	b4339	yjiP	TRUE	FALSE
b3961	oxyR	b4339	yjiP	TRUE	FALSE
b3963	fabR	b4339	yjiP	TRUE	FALSE
b3973	birA	b4339	yjiP	TRUE	FALSE
b4000	hupA	b4339	yjiP	TRUE	FALSE
b4004	zraR	b4339	yjiP	TRUE	FALSE
b4018	iclR	b4339	yjiP	TRUE	FALSE
b4043	lexA	b4339	yjiP	TRUE	FALSE
b4046	zur	b4339	yjiP	TRUE	FALSE
b4062	soxS	b4339	yjiP	TRUE	FALSE
b4063	soxR	b4339	yjiP	TRUE	FALSE
b4089	rpiR	b4339	yjiP	TRUE	FALSE
b4113	basR	b4339	yjiP	TRUE	FALSE
b4116	adiY	b4339	yjiP	TRUE	FALSE
b4118	melR	b4339	yjiP	TRUE	FALSE
b4124	dcuR	b4339	yjiP	TRUE	FALSE
b4133	cadC	b4339	yjiP	TRUE	FALSE
b4178	nsrR	b4339	yjiP	TRUE	FALSE
b4187	aidB	b4339	yjiP	TRUE	FALSE
b4191	ulaR	b4339	yjiP	TRUE	FALSE
b4241	treR	b4339	yjiP	TRUE	FALSE
b4260	pepA	b4339	yjiP	TRUE	FALSE
b4264	idnR	b4339	yjiP	TRUE	FALSE
b4324	uxuR	b4339	yjiP	TRUE	FALSE
b4327	yjiE	b4339	yjiP	TRUE	FALSE
b4365	yjjQ	b4339	yjiP	TRUE	FALSE
b4366	bglJ	b4339	yjiP	TRUE	FALSE
b4390	nadR	b4339	yjiP	TRUE	FALSE
b4393	trpR	b4339	yjiP	TRUE	FALSE
b4396	rob	b4339	yjiP	TRUE	FALSE
b4398	creB	b4339	yjiP	TRUE	FALSE
b4401	arcA	b4339	yjiP	TRUE	FALSE
b4480	hdfR	b4339	yjiP	TRUE	FALSE
b0020	nhaR	b4658	yghX_1	TRUE	FALSE
b0034	caiF	b4658	yghX_1	TRUE	FALSE
b0064	araC	b4658	yghX_1	TRUE	FALSE
b0069	sgrR	b4658	yghX_1	TRUE	FALSE
b0076	leuO	b4658	yghX_1	TRUE	FALSE
b0080	fruR	b4658	yghX_1	TRUE	FALSE
b0113	pdhR	b4658	yghX_1	TRUE	FALSE
b0162	cdaR	b4658	yghX_1	TRUE	FALSE
b0225	yafQ	b4658	yghX_1	TRUE	FALSE
b0226	dinJ	b4658	yghX_1	TRUE	FALSE
b0294	matA	b4658	yghX_1	TRUE	FALSE
b0305	ykgD	b4658	yghX_1	TRUE	FALSE
b0313	betI	b4658	yghX_1	TRUE	FALSE
b0330	prpR	b4658	yghX_1	TRUE	FALSE
b0338	cynR	b4658	yghX_1	TRUE	FALSE
b0345	lacI	b4658	yghX_1	TRUE	FALSE
b0346	mhpR	b4658	yghX_1	TRUE	FALSE
b0399	phoB	b4658	yghX_1	TRUE	FALSE
b0413	nrdR	b4658	yghX_1	TRUE	FALSE
b0435	bolA	b4658	yghX_1	TRUE	FALSE
b0440	hupB	b4658	yghX_1	TRUE	FALSE
b0464	acrR	b4658	yghX_1	TRUE	FALSE
b0487	cueR	b4658	yghX_1	TRUE	FALSE
b0506	allR	b4658	yghX_1	TRUE	FALSE
b0564	appY	b4658	yghX_1	TRUE	FALSE
b0566	envY	b4658	yghX_1	TRUE	FALSE
b0571	cusR	b4658	yghX_1	TRUE	FALSE
b0620	citB	b4658	yghX_1	TRUE	FALSE
b0676	nagC	b4658	yghX_1	TRUE	FALSE
b0683	fur	b4658	yghX_1	TRUE	FALSE
b0694	kdpE	b4658	yghX_1	TRUE	FALSE
b0730	mngR	b4658	yghX_1	TRUE	FALSE
b0761	modE	b4658	yghX_1	TRUE	FALSE
b0817	mntR	b4658	yghX_1	TRUE	FALSE
b0840	deoR	b4658	yghX_1	TRUE	FALSE
b0846	ybjK	b4658	yghX_1	TRUE	FALSE
b0889	lrp	b4658	yghX_1	TRUE	FALSE
b0912	ihfB	b4658	yghX_1	TRUE	FALSE
b0995	torR	b4658	yghX_1	TRUE	FALSE
b1013	rutR	b4658	yghX_1	TRUE	FALSE
b1014	putA	b4658	yghX_1	TRUE	FALSE
b1040	csgD	b4658	yghX_1	TRUE	FALSE
b1130	phoP	b4658	yghX_1	TRUE	FALSE
b1162	ycgE	b4658	yghX_1	TRUE	FALSE
b1187	fadR	b4658	yghX_1	TRUE	FALSE
b1201	dhaR	b4658	yghX_1	TRUE	FALSE
b1221	narL	b4658	yghX_1	TRUE	FALSE
b1237	hns	b4658	yghX_1	TRUE	FALSE
b1275	cysB	b4658	yghX_1	TRUE	FALSE
b1299	puuR	b4658	yghX_1	TRUE	FALSE
b1303	pspF	b4658	yghX_1	TRUE	FALSE
b1323	tyrR	b4658	yghX_1	TRUE	FALSE
b1328	ycjZ	b4658	yghX_1	TRUE	FALSE
b1334	fnr	b4658	yghX_1	TRUE	FALSE
b1384	feaR	b4658	yghX_1	TRUE	FALSE
b1399	paaX	b4658	yghX_1	TRUE	FALSE
b1434	ydcN	b4658	yghX_1	TRUE	FALSE
b1450	yncC	b4658	yghX_1	TRUE	FALSE
b1499	ydeO	b4658	yghX_1	TRUE	FALSE
b1507	hipA	b4658	yghX_1	TRUE	FALSE
b1508	hipB	b4658	yghX_1	TRUE	FALSE
b1512	lsrR	b4658	yghX_1	TRUE	FALSE
b1530	marR	b4658	yghX_1	TRUE	FALSE
b1531	marA	b4658	yghX_1	TRUE	FALSE
b1563	relE	b4658	yghX_1	TRUE	FALSE
b1564	relB	b4658	yghX_1	TRUE	FALSE
b1594	dgsA	b4658	yghX_1	TRUE	FALSE
b1608	rstA	b4658	yghX_1	TRUE	FALSE
b1618	uidR	b4658	yghX_1	TRUE	FALSE
b1620	malI	b4658	yghX_1	TRUE	FALSE
b1642	slyA	b4658	yghX_1	TRUE	FALSE
b1649	ydhM	b4658	yghX_1	TRUE	FALSE
b1658	purR	b4658	yghX_1	TRUE	FALSE
b1712	ihfA	b4658	yghX_1	TRUE	FALSE
b1735	chbR	b4658	yghX_1	TRUE	FALSE
b1827	kdgR	b4658	yghX_1	TRUE	FALSE
b1891	flhC	b4658	yghX_1	TRUE	FALSE
b1892	flhD	b4658	yghX_1	TRUE	FALSE
b1914	uvrY	b4658	yghX_1	TRUE	FALSE
b1916	sdiA	b4658	yghX_1	TRUE	FALSE
b1921	fliZ	b4658	yghX_1	TRUE	FALSE
b1951	rcsA	b4658	yghX_1	TRUE	FALSE
b1969	yedW	b4658	yghX_1	TRUE	FALSE
b1987	cbl	b4658	yghX_1	TRUE	FALSE
b1988	nac	b4658	yghX_1	TRUE	FALSE
b2079	baeR	b4658	yghX_1	TRUE	FALSE
b2105	rcnR	b4658	yghX_1	TRUE	FALSE
b2127	mlrA	b4658	yghX_1	TRUE	FALSE
b2151	galS	b4658	yghX_1	TRUE	FALSE
b2163	yeiL	b4658	yghX_1	TRUE	FALSE
b2193	narP	b4658	yghX_1	TRUE	FALSE
b2213	ada	b4658	yghX_1	TRUE	FALSE
b2217	rcsB	b4658	yghX_1	TRUE	FALSE
b2220	atoC	b4658	yghX_1	TRUE	FALSE
b2289	lrhA	b4658	yghX_1	TRUE	FALSE
b2364	dsdC	b4658	yghX_1	TRUE	FALSE
b2369	evgA	b4658	yghX_1	TRUE	FALSE
b2405	xapR	b4658	yghX_1	TRUE	FALSE
b2427	yfeT	b4658	yghX_1	TRUE	FALSE
b2491	hyfR	b4658	yghX_1	TRUE	FALSE
b2531	iscR	b4658	yghX_1	TRUE	FALSE
b2537	hcaR	b4658	yghX_1	TRUE	FALSE
b2554	yfhA	b4658	yghX_1	TRUE	FALSE
b2669	stpA	b4658	yghX_1	TRUE	FALSE
b2684	mprA	b4658	yghX_1	TRUE	FALSE
b2697	alaS	b4658	yghX_1	TRUE	FALSE
b2706	gutM	b4658	yghX_1	TRUE	FALSE
b2707	srlR	b4658	yghX_1	TRUE	FALSE
b2709	norR	b4658	yghX_1	TRUE	FALSE
b2714	ascG	b4658	yghX_1	TRUE	FALSE
b2731	fhlA	b4658	yghX_1	TRUE	FALSE
b2782	mazF	b4658	yghX_1	TRUE	FALSE
b2783	mazE	b4658	yghX_1	TRUE	FALSE
b2805	fucR	b4658	yghX_1	TRUE	FALSE
b2808	gcvA	b4658	yghX_1	TRUE	FALSE
b2837	galR	b4658	yghX_1	TRUE	FALSE
b2839	lysR	b4658	yghX_1	TRUE	FALSE
b2916	argP	b4658	yghX_1	TRUE	FALSE
b2980	glcC	b4658	yghX_1	TRUE	FALSE
b3010	yqhC	b4658	yghX_1	TRUE	FALSE
b3021	ygiT	b4658	yghX_1	TRUE	FALSE
b3025	qseB	b4658	yghX_1	TRUE	FALSE
b3075	ebgR	b4658	yghX_1	TRUE	FALSE
b3094	exuR	b4658	yghX_1	TRUE	FALSE
b3105	yhaJ	b4658	yghX_1	TRUE	FALSE
b3118	tdcA	b4658	yghX_1	TRUE	FALSE
b3119	tdcR	b4658	yghX_1	TRUE	FALSE
b3131	agaR	b4658	yghX_1	TRUE	FALSE
b3226	nanR	b4658	yghX_1	TRUE	FALSE
b3237	argR	b4658	yghX_1	TRUE	FALSE
b3261	fis	b4658	yghX_1	TRUE	FALSE
b3264	envR	b4658	yghX_1	TRUE	FALSE
b3292	zntR	b4658	yghX_1	TRUE	FALSE
b3357	crp	b4658	yghX_1	TRUE	FALSE
b3405	ompR	b4658	yghX_1	TRUE	FALSE
b3418	malT	b4658	yghX_1	TRUE	FALSE
b3422	rtcR	b4658	yghX_1	TRUE	FALSE
b3423	glpR	b4658	yghX_1	TRUE	FALSE
b3438	gntR	b4658	yghX_1	TRUE	FALSE
b3481	nikR	b4658	yghX_1	TRUE	FALSE
b3501	arsR	b4658	yghX_1	TRUE	FALSE
b3512	gadE	b4658	yghX_1	TRUE	FALSE
b3515	gadW	b4658	yghX_1	TRUE	FALSE
b3516	gadX	b4658	yghX_1	TRUE	FALSE
b3556	cspA	b4658	yghX_1	TRUE	FALSE
b3569	xylR	b4658	yghX_1	TRUE	FALSE
b3574	yiaJ	b4658	yghX_1	TRUE	FALSE
b3604	lldR	b4658	yghX_1	TRUE	FALSE
b3669	uhpA	b4658	yghX_1	TRUE	FALSE
b3702	dnaA	b4658	yghX_1	TRUE	FALSE
b3743	asnC	b4658	yghX_1	TRUE	FALSE
b3753	rbsR	b4658	yghX_1	TRUE	FALSE
b3773	ilvY	b4658	yghX_1	TRUE	FALSE
b3828	metR	b4658	yghX_1	TRUE	FALSE
b3868	glnG	b4658	yghX_1	TRUE	FALSE
b3905	rhaS	b4658	yghX_1	TRUE	FALSE
b3906	rhaR	b4658	yghX_1	TRUE	FALSE
b3912	cpxR	b4658	yghX_1	TRUE	FALSE
b3934	cytR	b4658	yghX_1	TRUE	FALSE
b3938	metJ	b4658	yghX_1	TRUE	FALSE
b3961	oxyR	b4658	yghX_1	TRUE	FALSE
b3963	fabR	b4658	yghX_1	TRUE	FALSE
b3973	birA	b4658	yghX_1	TRUE	FALSE
b4000	hupA	b4658	yghX_1	TRUE	FALSE
b4004	zraR	b4658	yghX_1	TRUE	FALSE
b4018	iclR	b4658	yghX_1	TRUE	FALSE
b4043	lexA	b4658	yghX_1	TRUE	FALSE
b4046	zur	b4658	yghX_1	TRUE	FALSE
b4062	soxS	b4658	yghX_1	TRUE	FALSE
b4063	soxR	b4658	yghX_1	TRUE	FALSE
b4089	rpiR	b4658	yghX_1	TRUE	FALSE
b4113	basR	b4658	yghX_1	TRUE	FALSE
b4116	adiY	b4658	yghX_1	TRUE	FALSE
b4118	melR	b4658	yghX_1	TRUE	FALSE
b4124	dcuR	b4658	yghX_1	TRUE	FALSE
b4133	cadC	b4658	yghX_1	TRUE	FALSE
b4178	nsrR	b4658	yghX_1	TRUE	FALSE
b4187	aidB	b4658	yghX_1	TRUE	FALSE
b4191	ulaR	b4658	yghX_1	TRUE	FALSE
b4241	treR	b4658	yghX_1	TRUE	FALSE
b4260	pepA	b4658	yghX_1	TRUE	FALSE
b4264	idnR	b4658	yghX_1	TRUE	FALSE
b4324	uxuR	b4658	yghX_1	TRUE	FALSE
b4327	yjiE	b4658	yghX_1	TRUE	FALSE
b4365	yjjQ	b4658	yghX_1	TRUE	FALSE
b4366	bglJ	b4658	yghX_1	TRUE	FALSE
b4390	nadR	b4658	yghX_1	TRUE	FALSE
b4393	trpR	b4658	yghX_1	TRUE	FALSE
b4396	rob	b4658	yghX_1	TRUE	FALSE
b4398	creB	b4658	yghX_1	TRUE	FALSE
b4401	arcA	b4658	yghX_1	TRUE	FALSE
b4480	hdfR	b4658	yghX_1	TRUE	FALSE
b0020	nhaR	b4659	yabP	TRUE	FALSE
b0034	caiF	b4659	yabP	TRUE	FALSE
b0064	araC	b4659	yabP	TRUE	FALSE
b0069	sgrR	b4659	yabP	TRUE	FALSE
b0076	leuO	b4659	yabP	TRUE	FALSE
b0080	fruR	b4659	yabP	TRUE	FALSE
b0113	pdhR	b4659	yabP	TRUE	FALSE
b0162	cdaR	b4659	yabP	TRUE	FALSE
b0225	yafQ	b4659	yabP	TRUE	FALSE
b0226	dinJ	b4659	yabP	TRUE	FALSE
b0294	matA	b4659	yabP	TRUE	FALSE
b0305	ykgD	b4659	yabP	TRUE	FALSE
b0313	betI	b4659	yabP	TRUE	FALSE
b0330	prpR	b4659	yabP	TRUE	FALSE
b0338	cynR	b4659	yabP	TRUE	FALSE
b0345	lacI	b4659	yabP	TRUE	FALSE
b0346	mhpR	b4659	yabP	TRUE	FALSE
b0399	phoB	b4659	yabP	TRUE	FALSE
b0413	nrdR	b4659	yabP	TRUE	FALSE
b0435	bolA	b4659	yabP	TRUE	FALSE
b0440	hupB	b4659	yabP	TRUE	FALSE
b0464	acrR	b4659	yabP	TRUE	FALSE
b0487	cueR	b4659	yabP	TRUE	FALSE
b0506	allR	b4659	yabP	TRUE	FALSE
b0564	appY	b4659	yabP	TRUE	FALSE
b0566	envY	b4659	yabP	TRUE	FALSE
b0571	cusR	b4659	yabP	TRUE	FALSE
b0620	citB	b4659	yabP	TRUE	FALSE
b0676	nagC	b4659	yabP	TRUE	FALSE
b0683	fur	b4659	yabP	TRUE	FALSE
b0694	kdpE	b4659	yabP	TRUE	FALSE
b0730	mngR	b4659	yabP	TRUE	FALSE
b0761	modE	b4659	yabP	TRUE	FALSE
b0817	mntR	b4659	yabP	TRUE	FALSE
b0840	deoR	b4659	yabP	TRUE	FALSE
b0846	ybjK	b4659	yabP	TRUE	FALSE
b0889	lrp	b4659	yabP	TRUE	FALSE
b0912	ihfB	b4659	yabP	TRUE	FALSE
b0995	torR	b4659	yabP	TRUE	FALSE
b1013	rutR	b4659	yabP	TRUE	FALSE
b1014	putA	b4659	yabP	TRUE	FALSE
b1040	csgD	b4659	yabP	TRUE	FALSE
b1130	phoP	b4659	yabP	TRUE	FALSE
b1162	ycgE	b4659	yabP	TRUE	FALSE
b1187	fadR	b4659	yabP	TRUE	FALSE
b1201	dhaR	b4659	yabP	TRUE	FALSE
b1221	narL	b4659	yabP	TRUE	FALSE
b1237	hns	b4659	yabP	TRUE	FALSE
b1275	cysB	b4659	yabP	TRUE	FALSE
b1299	puuR	b4659	yabP	TRUE	FALSE
b1303	pspF	b4659	yabP	TRUE	FALSE
b1323	tyrR	b4659	yabP	TRUE	FALSE
b1328	ycjZ	b4659	yabP	TRUE	FALSE
b1334	fnr	b4659	yabP	TRUE	FALSE
b1384	feaR	b4659	yabP	TRUE	FALSE
b1399	paaX	b4659	yabP	TRUE	FALSE
b1434	ydcN	b4659	yabP	TRUE	FALSE
b1450	yncC	b4659	yabP	TRUE	FALSE
b1499	ydeO	b4659	yabP	TRUE	FALSE
b1507	hipA	b4659	yabP	TRUE	FALSE
b1508	hipB	b4659	yabP	TRUE	FALSE
b1512	lsrR	b4659	yabP	TRUE	FALSE
b1530	marR	b4659	yabP	TRUE	FALSE
b1531	marA	b4659	yabP	TRUE	FALSE
b1563	relE	b4659	yabP	TRUE	FALSE
b1564	relB	b4659	yabP	TRUE	FALSE
b1594	dgsA	b4659	yabP	TRUE	FALSE
b1608	rstA	b4659	yabP	TRUE	FALSE
b1618	uidR	b4659	yabP	TRUE	FALSE
b1620	malI	b4659	yabP	TRUE	FALSE
b1642	slyA	b4659	yabP	TRUE	FALSE
b1649	ydhM	b4659	yabP	TRUE	FALSE
b1658	purR	b4659	yabP	TRUE	FALSE
b1712	ihfA	b4659	yabP	TRUE	FALSE
b1735	chbR	b4659	yabP	TRUE	FALSE
